	Stool.40	Stool.34	Stool.143	Stool.110	Stool.2	Stool.14	Stool.29	Stool.17	Stool.129	Stool.106	Stool.131	Stool.24	Stool.39	Stool.201	Stool.116	Stool.1	Stool.128	Stool.170	Stool.52	Stool.113	Stool.107	Stool.90	Stool.61	Stool.30	Stool.46	Stool.25	Stool.22	Stool.203	Stool.55	Stool.111	Stool.109	Stool.66	Stool.4	Stool.45	Stool.137	Stool.6	Stool.92	Stool.153	Stool.8	Stool.206	Stool.28	Stool.81	Stool.3	Stool.31	Stool.120	Stool.94	Stool.145	Stool.176	Stool.173	Stool.158	Tongue_dorsum.113	Tongue_dorsum.87	Tongue_dorsum.120	Tongue_dorsum.43	Tongue_dorsum.56	Tongue_dorsum.37	Tongue_dorsum.45	Tongue_dorsum.102	Tongue_dorsum.26	Tongue_dorsum.51	Tongue_dorsum.35	Tongue_dorsum.71	Tongue_dorsum.112	Tongue_dorsum.50	Tongue_dorsum.78	Tongue_dorsum.90	Tongue_dorsum.53	Tongue_dorsum.80	Tongue_dorsum.29	Tongue_dorsum.149	Tongue_dorsum.17	Tongue_dorsum.213	Tongue_dorsum.58	Tongue_dorsum.25	Tongue_dorsum.65	Tongue_dorsum.21	Tongue_dorsum.169	Tongue_dorsum.34	Tongue_dorsum.198	Tongue_dorsum.67	Tongue_dorsum.54	Tongue_dorsum.12	Tongue_dorsum.212	Tongue_dorsum.128	Tongue_dorsum.158	Tongue_dorsum.30	Tongue_dorsum.10	Tongue_dorsum.9	Tongue_dorsum.31	Tongue_dorsum.18	Tongue_dorsum.147	Tongue_dorsum.123	Tongue_dorsum.38	Tongue_dorsum.61	Tongue_dorsum.32	Tongue_dorsum.3	Tongue_dorsum.238	Tongue_dorsum.77	Tongue_dorsum.166	Tongue_dorsum.174	Supragingival_plaque.17	Supragingival_plaque.2	Supragingival_plaque.79	Supragingival_plaque.33	Supragingival_plaque.81	Supragingival_plaque.35	Supragingival_plaque.51	Supragingival_plaque.77	Supragingival_plaque.80	Supragingival_plaque.38	Supragingival_plaque.83	Supragingival_plaque.87	Supragingival_plaque.217	Supragingival_plaque.104	Supragingival_plaque.221	Supragingival_plaque.86	Supragingival_plaque.8	Supragingival_plaque.115	Supragingival_plaque.91	Supragingival_plaque.161	Supragingival_plaque.170	Supragingival_plaque.61	Supragingival_plaque.23	Supragingival_plaque.116	Supragingival_plaque.9	Supragingival_plaque.71	Supragingival_plaque.12	Supragingival_plaque.16	Supragingival_plaque.101	Supragingival_plaque.92	Supragingival_plaque.50	Supragingival_plaque.52	Supragingival_plaque.18	Supragingival_plaque.14	Supragingival_plaque.130	Supragingival_plaque.53	Supragingival_plaque.68	Supragingival_plaque.145	Supragingival_plaque.57	Supragingival_plaque.141	Supragingival_plaque.5	Supragingival_plaque.162	Supragingival_plaque.119	Supragingival_plaque.118	Supragingival_plaque.32	Supragingival_plaque.159	Supragingival_plaque.3	Supragingival_plaque.20	Supragingival_plaque.84	Supragingival_plaque.49
Multidrug_Resistance_Efflux_Pumps	131205	142873	112032	135694	105388	112358	109762	115731	122251	111155	110677	109084	114073	120069	106910	101097	104961	110043	120917	106456	120048	109619	107962	109064	109680	108396	114725	114988	103405	105123	111035	77930	105973	110585	116549	104760	109648	115826	98618	98131	107005	86506	89352	106408	101017	107306	92275	113133	100612	100901	39506	41328	66408	60320	39378	32656	30034	32095	39997	39437	57896	58263	32549	46463	58675	37273	30003	40185	70828	30727	63672	23826	29989	61982	37045	63607	33430	31369	21926	29885	27271	36411	25731	26870	27313	33329	39448	41858	49465	31858	29268	22685	29709	36239	31584	32746	21763	638	33509	32197	2290	36916	23293	2504	21337	27034	26566	11306	17444	22910	29514	2843	14127	3230	14010	27809	798	2533	2488	2913	2893	1534	683	2325	1266	2121	638	2484	29154	29006	1042	966	2403	1228	15325	23326	965	15257	23295	1962	1700	20628	2382	2379	1718	20609	369	1602	933	933
Multidrug_Resistance_Operon_mdtRP_of_Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Multiple_Antibiotic_Resistance_MAR_locus	0	0	0	5	0	1	232	0	0	0	1	4	0	4	1	0	0	26	0	0	0	0	0	3	8	0	0	0	251	0	0	225	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Multi-subunit_cation_antiporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murein_hydrolase_regulation_and_cell_death	8372	4663	1809	8755	7837	7186	8232	7751	7395	7318	7583	7053	3966	7719	6800	7163	6614	7033	7391	7202	4186	7371	2216	6873	7283	6649	4126	7168	4552	6962	7652	4467	7783	7311	7079	7746	7701	6832	6459	1750	6813	3952	8152	6829	6908	7059	0	0	6401	6758	7737	8997	6713	5977	13397	6446	6611	6241	6408	5452	5575	7193	6382	9659	7003	5206	7299	5288	8360	10430	6762	11957	5873	7772	6129	6663	10115	6378	16108	5903	6476	6315	15486	5890	5659	6336	6868	7244	4248	6032	9114	5547	5983	5359	5467	5513	15116	5240	13075	13108	7492	3268	10685	4520	5946	4894	5020	4481	4372	3338	4783	3314	9672	3389	9588	4682	4877	5064	2912	9651	6303	2957	2896	2236	2046	2955	2790	5245	3170	2841	2417	2348	2276	2047	2633	3175	2130	2561	2975	1914	2525	7722	4619	4802	2463	4343	2848	1948	2141	2798
Murein_Hydrolases	12984	14706	13487	21537	28683	27632	11741	32258	28331	12326	26383	27045	11474	12096	11453	17972	11280	18349	12157	26014	26873	19362	10929	25636	30584	25545	9059	11767	10945	11587	10497	10637	11988	19460	27497	11772	10510	19689	23985	7303	11153	10987	6796	10823	24781	17939	11312	8659	10436	24012	63144	63204	50623	42769	43272	41494	41556	45948	43635	42871	20320	41455	45499	44401	41698	46141	42901	46707	50271	42536	44894	48581	18178	48169	42748	44834	42099	18081	42661	38101	39738	39683	40694	19035	43966	16260	17452	18046	17191	15475	41012	17352	17259	15208	15639	16414	42113	12501	13081	13117	23629	3111	38370	11439	34333	30908	30690	14281	14653	11440	11323	6179	7293	6099	6802	25259	11707	25092	9560	18899	18422	8276	7078	23849	3301	5749	4848	18993	25470	25373	6813	6803	19094	3422	4729	7946	1005	4888	7778	5686	9221	10999	8598	8844	9090	9172	1278	18781	1037	1513
mycolic_acid_synthesis	42837	33376	37682	30470	30141	28672	31108	27046	29340	28422	45365	27713	32115	28042	41739	28821	41664	26904	27806	39180	28988	32234	30297	42122	26846	41384	32387	27001	25777	27131	25915	25697	28030	26405	26052	27983	26184	25955	26270	27195	27043	26821	25659	27038	26004	25281	30939	30400	27672	41022	79903	59172	58013	60678	58852	62751	62140	51002	54286	59737	60269	50640	49799	52787	50371	53238	54963	53891	54836	49134	51544	43888	52882	52988	51874	50767	47901	58869	45215	52824	49837	58416	43629	38133	47285	55424	56540	58314	51471	52868	44166	50471	54772	46534	52174	41281	36250	24612	39400	39424	18306	11123	20480	11324	29380	27791	26984	18193	18217	6198	24054	7820	12561	7652	12085	22961	9809	15903	6627	37054	36989	8534	9377	15023	8431	8606	8905	15668	20409	20374	6228	6075	15471	8370	4670	23100	6269	4495	22090	19068	8262	12592	14959	14990	6267	12858	10178	25418	5975	8138
Myxoxanthophyll_biosynthesis_in_Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	101037	117483	94117	114457	100332	100738	99201	116544	116517	99837	109726	97350	92531	88233	100792	94759	100337	108706	97963	99657	109098	86772	87791	106173	100820	105280	90588	85479	90706	94836	78965	90605	102806	92654	99840	102137	78521	100352	90371	85663	88267	91175	82549	86571	92481	92539	78549	91814	82316	99242	55751	90883	32811	29121	27371	32666	30213	58730	27009	26464	28233	26709	56944	43570	27094	29124	28886	29463	21013	58410	36539	55768	48158	20891	25006	36468	56812	29688	61195	47556	27240	22751	58571	31520	28644	27365	20201	20403	23075	25972	49459	29639	27590	22622	25415	21784	55969	31899	40038	39540	36305	27004	40018	31717	36707	36317	36371	31374	31557	39921	30094	43372	48220	42897	46880	28936	19644	38584	36664	48360	47655	19217	19443	36615	20819	19225	17969	34945	15273	14085	17950	17504	34413	20946	29781	18050	22468	29472	17270	34245	16711	26198	28855	28895	20124	26672	16531	28437	21251	22545
NAD_and_NADP_cofactor_biosynthesis_global	68179	70920	64282	66752	57748	59401	60240	58063	64806	56718	56040	57830	51440	60211	57912	54196	57589	52902	63341	52713	66558	56820	52018	53962	51108	52955	48853	58270	45172	53434	57174	45240	49860	59295	56704	48813	56379	56139	52668	48158	51108	49184	45104	50963	45707	54842	52720	61079	44465	51141	136920	121246	95709	80627	84329	63961	59315	81049	81387	71102	70904	78639	86904	77123	79380	75132	73617	75397	74200	77768	73682	83022	81237	65413	73992	72199	76509	68541	88830	66962	66857	67408	85318	67156	89485	70654	59466	60376	75606	67739	80790	61745	56950	66553	60871	59050	70566	78166	76898	74875	81931	69154	67087	58265	57195	57769	56797	58708	58967	48161	50913	39629	53761	40346	53435	47937	35819	55845	40035	52411	51639	35817	31074	53236	39200	32889	40648	43654	41869	41563	39283	38592	40512	37777	39288	44198	31817	45352	43138	41433	37167	44668	44255	45190	21024	44402	12053	37680	30379	22545
NAD_consumption	26091	25262	7383	22130	19063	18520	20185	16803	19107	20434	16782	17301	21397	19639	19437	19416	19141	18318	21052	17955	20882	18418	20389	15192	16109	15069	19494	18523	21700	19529	20294	21753	20131	20085	18666	19958	20140	18356	15428	6064	17334	20120	20266	16981	17192	16905	22441	6236	17670	15648	46524	49200	32761	35903	35668	35082	35190	31474	33046	36364	35405	30918	30686	41201	30657	32238	35463	32530	35714	30584	29277	32087	39672	34346	33119	28943	30129	33389	29552	31298	32933	0	28486	32811	31148	32691	30538	30981	29519	31420	24147	30489	31009	30059	30013	0	23863	31344	25477	25122	0	0	24903	0	22315	24264	24773	22171	22499	0	20149	0	23792	0	23421	18985	0	0	0	18721	18679	0	0	20694	0	0	0	0	17428	17140	0	0	0	0	0	0	0	0	19940	0	0	14493	17153	17390	0	14200	0	0	0	0
NADPH:quinone_oxidoreductase_2	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	49	29	301	277	0	130	0	132	572	0	48	586	0	52	423	260	366	773	258	187	278	271	717	350	572	251	0	48	0	211	0	131	326	67	0	0	299	0	318	580	212	415	0	457	0	28	0	736	0	0	0	0	0	482	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
NAD_regulation	52931	50315	48692	48022	42478	43845	47357	44225	45407	44953	38927	42742	38742	45955	44914	41892	44748	39481	46146	38997	47406	43592	40088	38824	38053	38249	40592	44236	32968	42568	44924	33002	37131	45050	43588	36266	44241	43408	38674	37166	39598	35720	34508	39335	33137	40581	40100	47052	32963	35781	104641	86475	65656	54623	55642	52137	47500	58859	55400	50111	62363	53659	57868	52465	54330	53725	52045	53914	53917	58321	48701	62469	65753	45940	55798	47989	56881	58861	71204	49217	47017	46887	68454	55809	68633	52686	43286	44355	54619	50626	57214	51293	47717	50161	42799	40929	52856	57797	63326	61235	67551	59221	49073	46974	41316	42733	41902	44809	44837	39588	39043	34377	41600	35068	41430	35905	25350	42626	32095	40513	40046	36269	23210	40820	31003	33277	33416	29858	31369	31028	32960	32499	24866	29792	35512	39006	24444	40890	38019	36779	29152	37241	34325	34957	13369	37148	11655	25939	23217	19481
Naphtalene_and_antracene_degradation	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	4	0	478	0	0	0	231	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	459	0	0	451	0	0	0	0	0	0	1	2	0	0	0
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	50597	57608	54363	50752	41132	46297	41587	42128	48933	44264	40935	44979	44679	49931	42098	39410	42091	43352	47913	41677	46897	44628	42398	41094	40271	41332	47131	48585	36578	41699	43881	36242	38982	44442	45393	39292	43323	45236	40295	41863	40028	41975	34000	40112	39466	43824	45134	42267	41147	37694	33338	34496	26647	28421	28165	26180	25723	23727	23227	27624	22427	23750	24191	25950	24104	23222	23287	22407	24292	24351	20795	18402	19908	23768	22454	20404	23702	20510	14270	19754	21238	25468	13753	23325	17183	22685	20110	20300	18647	21944	13113	21886	19835	20528	17852	22787	15746	16303	14513	14106	30157	25174	3371	23539	2216	7553	10031	10519	10469	10920	2516	11102	7456	11018	7202	2451	15963	6285	7870	4383	4342	10544	10632	7541	13870	8530	12451	11208	9643	9194	9207	8879	11151	13918	5902	12333	14557	6960	11838	7472	17183	1019	5132	4493	17132	990	14491	8044	13167	12555
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	70983	73272	71552	64858	56063	59294	58646	47881	69790	53195	53245	57353	56097	68132	54884	53468	54178	50560	62093	54377	68147	57824	57632	54010	49148	53935	61958	64286	45471	50220	63458	53119	47293	57890	57064	47396	63032	57002	51789	45423	50977	54530	45334	50552	51818	56013	55278	57948	58904	48387	71494	53738	79541	84389	67948	54931	54546	46009	49548	60602	48388	71151	47117	72426	64752	31663	44266	35531	64263	34156	67699	33911	29457	63181	47037	55988	33678	41474	29618	33866	39198	52113	28348	40226	33383	50113	49588	49564	47380	51911	35206	37140	37975	38287	28642	36506	29370	36830	37115	38938	114708	28191	47763	50468	43126	29869	29414	50498	50097	33405	34167	43711	9179	38908	8613	33136	54530	21119	36191	14472	13921	46928	47118	20827	32020	47005	43617	25033	52322	51688	33460	34525	24109	38291	27062	23580	31547	26789	25628	21693	37971	28923	34984	34169	28618	27852	40113	21194	27088	38777
Natural_DNA_Transformation_in_Vibrio	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	45	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neotrehalosadiamine_(NTD)_Biosynthesis_Operon	0	0	0	0	0	17	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NhaA,_NhaD_and_Sodium-dependent_phosphate_transporters"	10418	12516	10593	13655	8875	10263	9268	11874	11071	10332	9980	9981	9382	9447	9188	8596	9288	9155	10406	8457	9702	8996	8710	11315	15340	10903	8976	9317	9018	9850	9408	10436	10554	9095	14101	9985	9327	8816	10360	9664	9235	10555	9055	9039	7717	9263	8822	7354	8725	9200	17994	15080	9009	7866	13592	8134	8054	7995	7902	13542	13603	6904	7714	18881	9634	8965	6324	9082	5212	9075	8325	8403	8142	5112	10630	8377	8909	7999	9963	7825	5926	6785	9603	8243	7154	10152	5195	5001	10455	9759	6777	7593	10345	9547	7288	10383	7819	10190	9848	9500	0	11566	2985	6104	2888	4438	4039	2904	2913	9535	2408	3880	4754	3737	4550	2484	0	6519	3313	5226	5309	3748	4325	4182	4131	3529	0	4281	3988	2381	4586	4221	4027	4006	2892	5832	4494	2810	5761	4413	4288	1791	2461	2433	4338	1870	0	4638	4294	0
N-heterocyclic_aromatic_compound_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niacin-Choline_transport_and_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	232	0	689	0	0	332	0	0	0	0	0	0	0	1647	0	0	0	0	0	0	0	1126	0	0	17450	18565	14767	13019	10903	13648	7025	13803	11378	6005	12410	13150	13743	11987	13169	12289	12818	12484	14685	12497	14033	14316	11474	13779	11797	14240	12197	12299	13226	11681	12956	11333	12785	12087	12412	10873	10308	10772	10812	10637	12858	11245	11360	10534	12141	10232	11662	11489	11225	11301	1334	1399	16282	1165	14441	12469	12763	7843	7933	1290	7379	1225	7541	1222	7524	6939	0	5614	1121	9743	9457	0	2608	5524	6449	0	2293	5214	3603	3504	1279	1292	5178	6344	6906	7708	0	6863	6486	959	776	6126	5233	5500	1001	5988	0	3039	0	0
NiFe_hydrogenase_maturation	0	0	0	1	959	0	529	0	2	0	0	0	3	0	5	983	0	6	1	0	1	0	0	0	2322	0	0	0	118	1	1	88	0	0	24	0	0	26	0	0	1	11	0	0	0	0	0	2	0	0	10007	17556	10150	9313	11045	9845	5273	12806	9224	10186	4040	9577	7633	9646	9641	6773	12321	6114	6069	7664	10537	10147	9815	11315	5638	10556	4310	5218	3619	5794	11363	6577	3390	5113	5696	5652	9302	5840	3149	5357	8824	5165	5044	4930	5425	9634	8599	3799	6061	3254	4960	4245	5786	5332	9338	4884	4790	3592	3443	3578	6686	2447	5114	2551	4908	6375	7953	2173	3095	2251	2108	1981	2095	1970	2626	1995	2039	5399	4527	4385	1906	1968	2956	2488	1439	2236	2164	1467	2285	1730	2784	1266	2372	4167	3057	1202	2105	3909	2127	0
Nitrate_and_nitrite_ammonification	5578	6060	5513	1907	9702	7974	8906	7881	5352	6232	3609	7829	5076	5505	5716	9192	5772	4086	5398	5929	4966	5620	4754	4822	11248	4706	6131	5198	10119	5772	6746	9794	6635	5219	6343	6655	6612	6610	5696	4811	6008	2436	5535	5914	5817	6348	4623	3967	4431	3400	81762	94632	73154	64525	68005	59713	60438	74520	58068	60258	45396	64884	70278	58905	64778	63351	68144	63633	71288	55680	68560	61439	58797	67470	55716	67274	48924	59544	42228	54893	61541	65235	40310	58495	62805	57819	59047	50766	39712	57229	55665	54357	53844	48478	55917	49781	51508	35976	41951	41685	95200	40924	70526	82709	64283	54251	53936	57996	58025	54977	49967	46697	45674	45758	45116	46978	69563	37492	48983	20464	19943	43150	47495	35814	44516	42403	44341	35270	40608	40472	34981	34663	33754	42292	40397	28273	42944	39611	27334	32013	45921	26917	36437	36634	50448	27076	51281	25477	39460	53181
Nitric_oxide_synthase	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	9842	11224	6442	6361	7002	7117	7085	7016	6559	6719	6289	5830	7153	6220	5819	7002	7033	7000	6083	6789	5749	6773	5937	5839	5664	5800	6708	6939	6373	5705	6325	6843	6070	6456	6373	5642	5200	5302	4995	5646	5415	5962	6336	5269	5513	5644	6274	8005	4944	5135	11310	9221	6080	8244	5788	5717	5583	4508	4542	5032	4613	6199	4364	6303	4175	4404	7382	4420	6567	5352	5429	5994	8093	4198	6619	5978	7478	6743	3092	2972	5091	5139	6685	6276	4052	3684	5289	4113	3564	4721	4572	2917	3944	3827	4094	2832	6939	4601	5163	6768
Nitrilase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nitrogen_fixation	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	2497	3376	593	1081	1748	1	1	0	3	0	1	0	0	1060	0	4	0	0	1317	0	2	1420	2	1354	3	0	0	0	0	2312	2116	0	0	0	3	0	3	1	0	0	2	0	0	1	2278	1777	0	0	0	0	0	0	0	0	0	1	0	0	0	0	457	0	0	0	0	413	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Nitrosative_stress	16759	16350	16575	12208	21596	19606	20567	19599	12218	18467	17356	18831	16701	7766	16517	20070	16431	14697	12785	17839	11249	12501	15786	15488	17890	15125	13972	7526	18935	17544	9694	18745	18388	16183	13188	17994	9448	13314	17768	20062	17724	13743	21746	17615	17255	15714	15296	13818	14909	15779	36787	39888	31172	31802	30118	30696	28670	25524	27556	28565	29461	27857	25145	26916	27953	25208	31024	25813	34617	22983	27589	18576	28872	32080	28451	27350	22602	29534	17929	28999	26972	31942	17062	28758	22355	26201	36714	38822	28939	26855	18606	26583	27949	25168	30025	28216	14659	21767	17860	19122	42987	41286	22535	35651	20257	18825	20735	20504	20765	23340	21105	20847	16166	21988	15971	19911	25547	13794	19974	12202	12219	21893	22101	13274	21516	21737	21177	20433	15629	15421	19094	18767	19923	20841	19591	16907	20920	17561	16572	14175	22861	14385	15614	15543	21422	14762	24973	14681	19508	24471
N-linked_Glycosylation_in_Bacteria	29793	22801	32386	23509	26091	28134	22945	24627	18953	29502	20912	27520	26094	24809	27214	25472	27140	18512	22697	24960	19450	26240	22660	20475	29437	20253	24063	24213	25138	27926	20625	25110	24159	30308	23742	24079	20753	24187	22505	25211	26719	21002	26490	26261	24407	24253	27030	24044	27011	19149	41661	48458	27959	29899	29741	30233	30174	27054	30536	29843	27995	25115	26478	26407	25008	31674	33803	31071	31420	26401	32118	24373	30832	30614	31495	31490	25625	32568	25029	30958	30506	32847	23968	24710	30198	30885	30208	30333	24195	29459	25032	24241	28264	28312	35578	34419	22315	28893	24432	25029	8500	10956	23764	5966	22012	24034	24090	18465	18301	5477	18489	9808	24207	8144	23653	17945	3490	18636	18243	18931	18560	5354	2920	17830	4282	5327	2710	24214	15356	15186	5637	5612	23576	4235	2470	18066	3458	2407	17275	2844	0	10047	15120	15437	4224	10068	0	17383	3274	0
Nonhomologous_End-Joining_in_Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonribosomal_peptide_synthetases_(NRPS)_in_Frankia_sp._Ccl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novel_non-oxidative_pathway_of_Uracil_catabolism	15388	16126	16466	19652	15702	15909	15969	15585	17805	16290	15021	15446	13525	13936	18346	15779	18281	14254	16614	15137	17422	16793	15097	13313	15175	13298	16591	13660	14193	15505	13644	14173	15368	15148	15408	15277	13525	15458	14194	13962	14421	13642	15240	14199	14228	14941	13598	14310	13527	13811	37520	39337	22268	23407	25344	27997	28843	23390	22616	25074	22014	20215	23118	20906	21637	24896	24916	25205	22156	23677	22658	22266	24925	20984	24525	22547	22529	28641	21548	24589	22723	16000	20440	25589	25389	23259	15162	15142	17982	22250	19763	24259	19784	22315	21862	14019	24782	21901	19910	19030	35139	14490	23486	5579	21243	18581	18423	19940	19719	0	20682	8774	14262	9000	13738	18309	5743	15795	5994	13579	13825	0	4647	14893	3452	0	4285	11096	11365	11013	8364	0	15983	3124	16114	10051	0	16149	9662	4195	0	10290	13943	13962	414	10326	3483	8844	0	0
